t_us,x_raw,y_raw,z_raw
221250,-1,1,257
222500,-1,-2,255
223750,0,0,256
225000,0,-2,255
226250,-2,-3,256
227500,-1,0,259
228750,-3,1,256
230000,1,0,258
231250,-2,0,254
232500,-1,-2,260
233750,0,1,256
235000,-1,0,258
236250,2,3,258
237500,-2,1,256
238750,0,-3,257
240000,0,1,256
241250,-2,-2,256
242500,1,-1,254
243750,0,0,256
245000,1,0,257
246250,1,1,258
247500,3,-1,257
248750,2,-2,257
250000,0,1,257
251250,0,0,256
252500,1,0,254
253750,1,-3,256
255000,1,0,254
256250,-2,-1,258
257500,0,-1,260
258750,-1,1,258
260000,0,-1,256
261250,0,-1,257
262500,1,0,258
263750,0,1,256
265000,1,-1,257
266250,-1,2,254
267500,-1,2,255
268750,-1,-1,256
270000,0,0,257
271250,0,-1,255
272500,3,-2,257
273750,0,0,257
275000,-1,1,259
276250,0,3,255
277500,-1,-1,254
278750,1,2,253
280000,-2,2,256
281250,0,0,258
282500,0,1,257
283750,0,1,257
285000,-1,3,256
286250,0,1,257
287500,-2,0,255
288750,-1,-1,259
290000,-1,0,257
291250,1,1,255
292500,-2,0,254
293750,1,-1,257
295000,2,0,256
296250,-3,0,256
297500,1,0,258
298750,1,-2,256
300000,-1,1,255
301250,-1,1,257
302500,0,1,257
303750,0,0,255
305000,0,-2,258
306250,-2,0,259
307500,2,1,256
308750,1,-1,256
310000,-1,-3,256
311250,-2,-2,258
312500,1,0,258
313750,-1,0,255
315000,0,1,258
316250,0,0,258
317500,1,-2,257
318750,1,-1,254
320000,-1,1,258
321250,-2,0,254
322500,-2,1,257
323750,1,1,258
325000,-2,0,258
326250,-1,0,253
327500,-1,2,256
328750,0,1,257
330000,-3,0,256
331250,0,1,255
332500,1,0,256
333750,0,-3,256
335000,0,1,254
336250,0,2,259
337500,1,-1,258
338750,-4,2,257
340000,3,0,256
341250,1,0,256
342500,-1,1,256
343750,-1,-1,255
345000,1,2,257
346250,0,-2,258
347500,-3,-1,256
348750,3,-1,256
350000,0,1,257
351250,1,0,258
352500,-1,-2,256
353750,2,0,255
355000,0,-1,258
356250,1,1,255
357500,-1,0,257
358750,2,0,256
360000,1,-1,255
361250,2,1,258
362500,-1,0,258
363750,-1,0,257
365000,3,-3,257
366250,-1,0,257
367500,0,1,255
368750,1,0,256
370000,0,1,254
371250,1,1,257
372500,-1,2,258
373750,0,0,256
375000,-2,-3,257
376250,2,-3,256
377500,0,-2,256
378750,-1,0,256
380000,1,0,255
381250,-1,0,258
382500,-2,-1,256
383750,-2,-1,258
385000,1,1,257
386250,0,1,255
387500,0,0,256
388750,1,0,254
390000,-1,1,258
391250,-1,1,257
392500,-1,-1,255
393750,0,-1,255
395000,0,-2,256
396250,0,-1,255
397500,0,1,257
398750,0,1,255
400000,-1,-1,259
401250,-1,1,258
402500,0,0,256
403750,-1,-1,255
405000,-2,-2,256
406250,0,0,254
407500,0,1,258
408750,3,-3,258
410000,-1,-1,258
411250,1,3,256
412500,1,1,258
413750,-2,0,258
415000,1,-1,256
416250,-2,-1,256
417500,-3,0,258
418750,1,2,257
420000,-2,1,257
421250,1,-1,256
422500,-1,2,255
423750,2,0,258
425000,1,2,254
426250,-1,-1,258
427500,-1,-1,256
428750,-2,0,256
430000,-1,1,256
431250,0,1,257
432500,0,0,257
433750,0,-1,259
435000,1,-1,256
436250,0,-3,256
437500,-1,-1,256
438750,-2,0,257
440000,2,1,256
441250,-1,0,258
442500,-1,0,258
443750,-1,-1,254
445000,-2,1,255
446250,-1,-1,255
447500,-1,1,257
448750,1,3,255
450000,1,1,257
451250,0,-1,258
452500,1,-1,258
453750,0,2,255
455000,0,-1,255
456250,0,-1,253
457500,0,-2,257
458750,-1,-2,255
460000,0,-1,257
461250,-1,1,257
462500,0,1,255
463750,-1,-1,258
465000,1,0,255
466250,0,1,256
467500,0,0,255
468750,1,-1,257
470000,1,-2,256
471250,-2,1,259
472500,0,1,256
473750,1,1,257
475000,-2,-1,256
476250,1,0,258
477500,-3,1,257
478750,-1,0,255
480000,0,-1,257
481250,-2,1,257
482500,-1,-2,255
483750,-2,1,255
485000,2,1,256
486250,0,2,257
487500,1,0,256
488750,0,-1,254
490000,0,1,256
491250,-2,-1,258
492500,0,0,257
493750,-1,0,257
495000,1,-1,256
496250,1,0,259
497500,2,-2,256
498750,1,1,256
500000,-1,-1,256
501250,-1,-2,256
502500,1,0,258
503750,0,1,254
505000,-2,1,255
506250,0,1,258
507500,1,-3,255
508750,0,-1,255
510000,0,0,256
511250,-1,2,256
512500,-2,1,257
513750,1,2,255
515000,0,-1,258
516250,0,0,255
517500,2,-1,256
518750,1,-1,257
520000,0,-1,257
521250,0,-1,256
522500,2,-1,256
523750,2,0,256
525000,1,0,258
526250,1,1,256
527500,-3,0,258
528750,0,0,256
530000,0,-1,256
531250,0,0,256
532500,1,-1,258
533750,-4,1,256
535000,-1,1,256
536250,0,2,256
537500,-1,-1,256
538750,-2,1,254
540000,1,-2,255
541250,0,0,258
542500,-1,1,256
543750,0,0,256
545000,1,1,257
546250,0,-1,257
547500,1,-1,259
548750,0,0,257
550000,-1,1,256
551250,-2,-1,257
552500,0,-1,258
553750,0,-1,258
555000,1,0,255
556250,0,2,257
557500,1,1,259
558750,-1,1,256
560000,-1,0,257
561250,0,-1,255
562500,-1,1,255
563750,1,0,257
565000,1,0,258
566250,0,1,256
567500,0,0,258
568750,3,-1,258
570000,-1,1,256
571250,-3,0,257
572500,0,-1,256
573750,0,-1,257
575000,-1,0,258
576250,-1,3,260
577500,-1,-1,255
578750,0,0,256
580000,-1,2,258
581250,3,0,256
582500,-1,-2,256
583750,-1,-2,259
585000,-3,2,256
586250,0,1,258
587500,-3,1,256
588750,-1,0,254
590000,0,-1,256
591250,-1,0,257
592500,2,0,257
593750,1,-1,255
595000,2,1,259
596250,-1,-2,257
597500,1,0,255
598750,1,0,258
600000,1,-1,258
601250,1,-3,256
602500,-1,1,257
603750,-1,-1,258
605000,1,2,257
606250,-3,0,257
607500,2,-1,254
608750,1,0,256
610000,0,1,256
611250,0,-1,256
612500,-1,1,256
613750,0,2,257
615000,1,1,256
616250,2,2,254
617500,4,2,256
618750,0,2,256
620000,-1,2,256
621250,-1,0,255
622500,-1,-1,256
623750,0,-3,255
625000,1,-2,258
626250,0,-1,256
627500,1,0,257
628750,0,0,257
630000,0,-1,255
631250,-1,-2,256
632500,-2,0,259
633750,-2,0,254
635000,-2,-1,258
636250,2,-1,257
637500,1,-1,255
638750,2,-1,257
640000,-2,-1,258
641250,-3,2,256
642500,-1,0,257
643750,0,-1,259
645000,1,0,256
646250,1,-2,259
647500,0,1,259
648750,2,2,255
650000,0,2,257
651250,-1,-1,257
652500,-2,0,258
653750,-1,-1,258
655000,0,1,258
656250,-1,-1,254
657500,1,-1,258
658750,2,-1,257
660000,-3,0,254
661250,1,1,258
662500,-3,0,255
663750,1,1,258
665000,2,1,256
666250,0,0,256
667500,-2,-2,257
668750,-1,-2,256
670000,0,1,255
671250,0,-1,257
672500,0,-2,255
673750,0,1,257
675000,0,0,255
676250,-2,-2,257
677500,0,2,257
678750,2,1,259
680000,-1,0,254
681250,-1,-2,257
682500,1,-2,255
683750,-3,0,257
685000,2,-2,256
686250,-1,1,258
687500,0,-2,258
688750,0,0,256
690000,1,0,256
691250,0,1,258
692500,-1,-1,256
693750,2,0,257
695000,-3,-2,258
696250,0,1,255
697500,-2,0,255
698750,-1,1,257
700000,3,-2,258
701250,0,1,255
702500,0,0,257
703750,-2,0,256
705000,-1,0,256
706250,0,0,258
707500,0,2,257
708750,1,0,255
710000,0,-1,256
711250,1,0,256
712500,1,-1,256
713750,-2,-1,258
715000,0,0,256
716250,1,0,255
717500,1,0,257
718750,0,3,257
720000,-1,1,256
721250,-1,1,255
722500,0,-1,257
723750,1,-1,260
725000,-3,0,257
726250,-1,1,254
727500,-1,-3,255
728750,1,-1,257
730000,-1,0,257
731250,-1,0,256
732500,0,3,259
733750,1,1,257
735000,-1,-1,257
736250,-4,-2,258
737500,1,0,257
738750,1,-2,254
740000,0,1,256
741250,-1,0,256
742500,0,0,256
743750,0,3,257
745000,-1,-1,257
746250,0,0,255
747500,-1,-2,255
748750,0,0,256
750000,-2,2,257
751250,1,1,257
752500,-1,0,257
753750,0,0,258
755000,-2,-2,256
756250,-1,-1,258
757500,0,0,257
758750,-2,0,257
760000,0,-2,259
761250,0,0,256
762500,-2,0,255
763750,-2,0,258
765000,1,0,256
766250,1,-2,258
767500,0,-2,257
768750,1,0,254
770000,0,-1,257
771250,0,0,257
772500,2,1,256
773750,-2,0,257
775000,1,-4,258
776250,0,0,258
777500,0,-1,258
778750,0,0,255
780000,0,1,257
781250,-2,-2,256
782500,0,0,256
783750,2,2,256
785000,0,-1,256
786250,0,1,257
787500,-1,1,259
788750,0,0,257
790000,1,-1,259
791250,0,-1,256
792500,-1,1,258
793750,1,1,256
795000,-1,-1,257
796250,0,-2,256
797500,1,-2,257
798750,2,2,255
800000,0,0,256
801250,2,3,257
802500,1,1,257
803750,-1,1,257
805000,-2,0,256
806250,0,1,255
807500,1,-1,254
808750,0,3,255
810000,-1,0,256
811250,2,-1,256
812500,0,0,255
813750,-3,1,257
815000,0,-1,256
816250,1,1,256
817500,0,-1,255
818750,1,-1,259
820000,0,-1,256
821250,-2,1,253
822500,0,-1,255
823750,-1,0,255
825000,-1,0,255
826250,-2,-1,257
827500,1,-2,260
828750,0,-2,255
830000,-1,-2,256
831250,-1,1,255
832500,0,0,254
833750,1,0,258
835000,-3,2,255
836250,0,-2,257
837500,-1,-1,258
838750,-2,0,256
840000,-3,-2,255
841250,-1,-1,253
842500,0,-1,257
843750,1,0,259
845000,-1,-1,256
846250,1,3,257
847500,2,1,256
848750,1,-1,256
850000,-1,-1,259
851250,1,0,257
852500,1,4,257
853750,1,-2,257
855000,-1,0,257
856250,-4,-3,254
857500,3,0,256
858750,-2,2,259
860000,0,-1,258
861250,3,1,256
862500,0,0,257
863750,1,-1,258
865000,-2,0,257
866250,-2,-1,260
867500,-1,-1,257
868750,1,-2,257
870000,0,2,255
871250,-1,-1,254
872500,0,0,258
873750,1,-1,256
875000,-2,1,255
876250,-2,0,257
877500,-1,0,256
878750,1,-2,257
880000,0,1,257
881250,3,2,256
882500,1,-1,257
883750,0,-1,255
885000,2,-1,257
886250,0,0,256
887500,-1,0,256
888750,1,1,258
890000,-1,1,257
891250,0,-1,256
892500,2,0,258
893750,0,0,256
895000,-1,-1,258
896250,-1,0,256
897500,1,5,256
898750,-1,3,255
900000,-1,0,255
901250,-1,2,257
902500,0,0,256
903750,-1,0,256
905000,-2,-3,257
906250,-1,-1,255
907500,-1,-1,256
908750,2,0,256
910000,1,0,259
911250,1,-1,255
912500,-1,-1,255
913750,-1,0,256
915000,-1,-2,257
916250,-1,-1,255
917500,3,0,256
918750,-3,-2,255
920000,1,0,255
921250,-2,-1,257
922500,0,2,258
923750,-1,0,257
925000,-2,0,258
926250,-1,1,256
927500,2,1,257
928750,0,-2,257
930000,-1,0,256
931250,1,-1,253
932500,0,0,256
933750,1,-1,258
935000,-2,0,255
936250,0,-1,259
937500,1,-1,258
938750,-2,-1,258
940000,1,1,259
941250,2,0,254
942500,0,0,258
943750,1,0,257
945000,1,-1,258
946250,-1,1,258
947500,0,1,256
948750,-2,0,255
950000,-1,1,255
951250,0,2,257
952500,1,-2,255
953750,0,1,255
955000,1,0,256
956250,-1,1,257
957500,0,1,255
958750,0,-1,258
960000,2,-2,255
961250,0,1,258
962500,-1,-1,255
963750,0,-1,256
965000,-1,0,257
966250,0,-1,255
967500,0,-2,256
968750,-2,0,257
970000,0,-1,256
971250,0,1,256
972500,-2,-1,256
973750,0,-1,257
975000,2,0,255
976250,1,1,259
977500,1,1,254
978750,-2,-1,257
980000,1,4,256
981250,0,0,256
982500,1,-2,255
983750,1,1,257
985000,-2,0,254
986250,0,3,257
987500,-1,1,256
988750,0,0,256
990000,-1,2,255
991250,2,1,256
992500,-1,-2,253
993750,-1,1,257
995000,0,-1,257
996250,-1,0,257
997500,-1,0,255
998750,-1,-1,256
1000000,2,-2,257
1001250,1,0,257
1002500,0,-2,258
1003750,-1,-3,257
1005000,1,-1,257
1006250,1,0,257
1007500,1,0,258
1008750,0,2,256
1010000,-2,0,256
1011250,0,-1,257
1012500,-1,-1,256
1013750,1,-2,256
1015000,1,1,258
1016250,-1,-2,257
1017500,1,-1,256
1018750,2,0,259
1020000,-1,0,256
1021250,2,-2,257
1022500,-1,-1,255
1023750,0,0,256
1025000,0,1,256
1026250,0,0,259
1027500,-1,0,257
1028750,-1,-2,257
1030000,-1,-1,255
1031250,0,1,257
1032500,0,1,255
1033750,3,1,256
1035000,2,0,257
1036250,-1,2,256
1037500,0,4,258
1038750,1,-1,258
1040000,0,-1,257
1041250,0,2,257
1042500,0,0,256
1043750,1,0,257
1045000,-1,1,257
1046250,0,-1,256
1047500,1,-1,255
1048750,0,-1,257
1050000,0,2,257
1051250,0,-2,256
1052500,1,1,256
1053750,3,-1,255
1055000,1,0,257
1056250,0,1,257
1057500,1,1,257
1058750,-1,0,257
1060000,-1,-2,259
1061250,0,2,257
1062500,-3,2,257
1063750,-2,0,258
1065000,0,0,256
1066250,-2,2,258
1067500,-1,1,258
1068750,-1,0,257
1070000,-2,0,260
1071250,-1,0,254
1072500,-1,2,255
1073750,0,1,255
1075000,2,-2,258
1076250,0,1,257
1077500,0,1,256
1078750,0,-2,258
1080000,0,0,256
1081250,-1,-2,260
1082500,0,0,256
1083750,0,-3,258
1085000,-2,-1,255
1086250,1,-1,257
1087500,1,-1,256
1088750,-1,2,255
1090000,0,1,254
1091250,-1,-1,256
1092500,1,-1,258
1093750,-1,0,257
1095000,0,-1,255
1096250,-1,1,258
1097500,0,3,257
1098750,-2,1,258
1100000,2,0,257
1101250,-1,0,260
1102500,0,-1,257
1103750,0,2,255
1105000,-1,-1,258
1106250,-1,2,254
1107500,1,-1,257
1108750,-1,0,256
1110000,0,-2,258
1111250,-1,0,257
1112500,-1,-2,256
1113750,1,2,257
1115000,1,1,255
1116250,0,1,259
1117500,-2,0,256
1118750,3,-1,257
1120000,-1,0,256
1121250,-2,2,257
1122500,3,0,256
1123750,-1,-1,259
1125000,-2,-2,255
1126250,-1,-1,256
1127500,0,-2,256
1128750,0,1,255
1130000,-1,1,256
1131250,2,-1,258
1132500,-1,1,256
1133750,-2,-1,256
1135000,1,0,257
1136250,2,0,257
1137500,-1,-1,256
1138750,-2,1,253
1140000,1,-2,256
1141250,-3,0,259
1142500,-2,0,255
1143750,1,-3,255
1145000,0,-2,257
1146250,0,-2,257
1147500,0,1,256
1148750,0,0,256
1150000,-2,0,256
1151250,2,-2,257
1152500,2,1,257
1153750,0,1,255
1155000,0,-1,257
1156250,3,2,256
1157500,0,0,256
1158750,0,-2,258
1160000,0,-2,256
1161250,2,1,256
1162500,2,0,256
1163750,0,1,257
1165000,0,0,257
1166250,-2,0,257
1167500,0,3,254
1168750,-1,2,258
1170000,-1,-1,256
1171250,2,0,257
1172500,-1,1,258
1173750,-1,1,258
1175000,0,0,255
1176250,2,-1,258
1177500,1,0,257
1178750,4,-1,258
1180000,0,2,254
1181250,0,2,255
1182500,0,0,257
1183750,2,1,255
1185000,1,0,256
1186250,0,2,258
1187500,-1,1,259
1188750,0,1,256
1190000,2,1,258
1191250,-1,1,257
1192500,1,2,258
1193750,0,1,257
1195000,1,0,255
1196250,-1,-1,258
1197500,3,-2,255
1198750,-2,0,255
1200000,0,-1,258
1201250,1,0,256
1202500,0,1,258
1203750,1,0,257
1205000,-1,-1,255
1206250,0,-1,254
1207500,0,-2,259
1208750,2,2,257
1210000,1,-2,258
1211250,1,-1,256
1212500,-1,-3,258
1213750,1,0,259
1215000,0,0,256
1216250,2,-1,256
1217500,3,0,257
1218750,0,-1,256
1220000,-1,-1,253
1221250,-1,2,255
1222500,0,0,257
1223750,0,1,257
1225000,0,-1,257
1226250,0,2,256
1227500,0,2,254
1228750,1,0,257
1230000,-1,-1,257
1231250,1,0,255
1232500,-1,0,257
1233750,1,0,257
1235000,2,-1,256
1236250,0,-2,256
1237500,1,0,258
1238750,0,0,257
1240000,-1,0,255
1241250,0,1,259
1242500,0,-2,258
1243750,1,1,255
1245000,0,-1,256
1246250,0,-1,256
1247500,-2,-1,257
1248750,0,0,257
1250000,1,-2,257
1251250,1,-1,257
1252500,-1,-1,255
1253750,0,2,256
1255000,0,0,254
1256250,0,1,258
1257500,1,0,258
1258750,-2,-1,258
1260000,0,1,256
1261250,0,-1,257
1262500,-1,-1,257
1263750,2,0,258
1265000,0,1,254
1266250,2,0,257
1267500,-1,2,256
1268750,-1,-1,256
1270000,0,1,257
1271250,-2,0,257
1272500,0,2,255
1273750,0,0,257
1275000,1,-2,257
1276250,1,1,259
1277500,-1,0,257
1278750,-1,-1,258
1280000,2,2,255
1281250,-1,0,256
1282500,-1,1,255
1283750,-1,-1,256
1285000,1,-1,259
1286250,-1,2,254
1287500,-1,-1,256
1288750,0,-1,256
1290000,0,-2,256
1291250,-1,2,258
1292500,1,1,258
1293750,1,0,258
1295000,1,1,256
1296250,1,-2,256
1297500,1,-1,257
1298750,-2,0,257
1300000,2,-2,255
1301250,0,2,257
1302500,1,0,254
1303750,1,0,258
1305000,2,0,259
1306250,1,-1,257
1307500,1,0,258
1308750,-1,4,256
1310000,0,1,255
1311250,-1,2,258
1312500,-1,0,255
1313750,-1,-1,259
1315000,0,0,256
1316250,1,-2,257
1317500,4,-3,257
1318750,0,1,257
1320000,-2,1,256
1321250,2,1,256
1322500,0,0,258
1323750,-1,3,255
1325000,0,0,256
1326250,-2,-1,255
1327500,0,-4,256
1328750,0,0,257
1330000,0,1,256
1331250,0,0,257
1332500,0,1,258
1333750,0,3,258
1335000,0,0,256
1336250,1,2,257
1337500,-1,-2,255
1338750,-2,1,258
1340000,0,0,257
1341250,-2,0,253
1342500,0,0,256
1343750,1,0,255
1345000,1,0,258
1346250,-1,0,256
1347500,-1,0,256
1348750,0,-2,256
1350000,-1,1,254
1351250,0,-1,255
1352500,1,1,257
1353750,-1,0,255
1355000,-1,0,258
1356250,-1,-3,255
1357500,-1,-2,257
1358750,-1,1,256
1360000,1,-1,255
1361250,0,-1,257
1362500,-1,0,256
1363750,0,2,257
1365000,-2,0,257
1366250,-1,2,255
1367500,3,0,260
1368750,0,0,256
1370000,1,-2,258
1371250,0,2,256
1372500,0,0,257
1373750,1,0,257
1375000,-1,0,256
1376250,0,2,256
1377500,2,0,257
1378750,-1,2,257
1380000,-1,-1,256
1381250,0,1,256
1382500,0,3,255
1383750,1,-1,256
1385000,2,0,256
1386250,1,1,257
1387500,0,0,257
1388750,2,-2,257
1390000,1,-1,259
1391250,-2,1,255
1392500,3,1,258
1393750,2,1,257
1395000,0,1,256
1396250,0,0,254
1397500,2,0,257
1398750,0,-2,256
1400000,1,0,257
1401250,1,1,255
1402500,-1,-1,256
1403750,-1,1,256
1405000,1,-2,258
1406250,1,1,256
1407500,1,0,254
1408750,0,3,257
1410000,0,2,258
1411250,-3,2,256
1412500,-1,1,256
1413750,0,1,257
1415000,1,-2,255
1416250,1,0,257
1417500,0,2,256
1418750,0,-2,256
1420000,0,-1,256
1421250,0,-2,256
1422500,2,2,256
1423750,0,-1,256
1425000,-2,2,257
1426250,-2,-1,257
1427500,2,-1,256
1428750,-2,2,257
1430000,1,1,257
1431250,0,-4,259
1432500,0,1,258
1433750,0,1,256
1435000,2,0,255
1436250,0,-1,257
1437500,0,0,255
1438750,-2,-1,257
1440000,0,0,256
1441250,1,0,258
1442500,0,-1,255
1443750,2,0,256
1445000,0,1,257
1446250,0,0,256
1447500,2,-1,258
1448750,-2,0,260
1450000,-1,1,258
1451250,2,2,255
1452500,1,2,255
1453750,1,1,256
1455000,1,-1,256
1456250,0,-2,256
1457500,2,0,255
1458750,0,-2,257
1460000,0,-1,256
1461250,0,0,257
1462500,0,-1,260
1463750,-2,0,254
1465000,1,-2,256
1466250,0,0,257
1467500,2,1,257
1468750,0,-1,256
1470000,1,1,257
1471250,0,3,255
1472500,-1,0,256
1473750,1,1,256
1475000,2,0,255
1476250,0,1,256
1477500,0,-2,254
1478750,0,-1,253
1480000,-2,0,257
1481250,0,1,256
1482500,0,0,257
1483750,1,-2,257
1485000,1,-1,258
1486250,-1,-1,257
1487500,0,1,257
1488750,1,-1,256
1490000,0,-1,258
1491250,-1,1,255
1492500,2,2,256
1493750,1,-1,255
1495000,0,1,257
1496250,-1,-2,256
1497500,-3,0,257
1498750,1,2,257
1500000,-1,1,259
1501250,-3,0,255
1502500,2,-1,257
1503750,1,-1,256
1505000,-1,0,258
1506250,-2,-2,256
1507500,1,2,255
1508750,-1,1,254
1510000,2,0,257
1511250,1,-1,258
1512500,1,0,256
1513750,1,1,258
1515000,0,1,256
1516250,1,-1,256
1517500,-1,-1,258
1518750,0,3,254
1520000,1,1,256
1521250,1,1,257
1522500,-2,0,255
1523750,-1,1,257
1525000,0,-2,258
1526250,-1,2,256
1527500,2,0,256
1528750,-1,1,256
1530000,0,1,256
1531250,1,0,256
1532500,0,0,256
1533750,0,2,256
1535000,-1,1,260
1536250,0,-2,255
1537500,1,-2,257
1538750,1,-1,257
1540000,-1,-1,259
1541250,2,-1,255
1542500,-2,0,256
1543750,-2,-1,256
1545000,1,2,257
1546250,0,2,258
1547500,-1,0,256
1548750,-1,2,256
1550000,3,0,258
1551250,0,-1,256
1552500,1,0,257
1553750,0,1,255
1555000,1,-2,258
1556250,1,0,256
1557500,1,0,256
1558750,0,0,256
1560000,0,0,258
1561250,-2,1,258
1562500,-1,0,256
1563750,0,-1,257
1565000,1,3,257
1566250,1,1,257
1567500,0,0,258
1568750,-2,-1,258
1570000,-4,1,256
1571250,2,0,256
1572500,-1,3,256
1573750,-1,-1,256
1575000,0,-2,254
1576250,-2,0,255
1577500,0,0,255
1578750,3,-3,257
1580000,1,0,257
1581250,0,0,257
1582500,-2,0,257
1583750,3,-1,255
1585000,-2,-2,255
1586250,3,1,258
1587500,-3,-1,255
1588750,2,-1,259
1590000,2,-1,257
1591250,-1,-1,257
1592500,1,0,257
1593750,1,1,256
1595000,-1,-1,257
1596250,-2,-1,256
1597500,-2,-2,255
1598750,1,-4,257
1600000,0,0,260
1601250,-1,2,255
1602500,1,1,256
1603750,1,-1,258
1605000,-1,0,256
1606250,-2,-2,258
1607500,1,0,258
1608750,-1,-1,257
1610000,0,-1,256
1611250,2,1,258
1612500,1,3,255
1613750,-1,2,257
1615000,0,0,258
1616250,-1,1,258
1617500,2,1,258
1618750,-1,-1,255
1620000,0,1,257
1621250,0,-2,256
1622500,0,-1,255
1623750,-3,0,256
1625000,-2,-1,255
1626250,-1,2,256
1627500,0,1,256
1628750,0,0,257
1630000,-1,-1,258
1631250,-2,0,255
1632500,-1,-1,255
1633750,-1,1,254
1635000,1,-2,258
1636250,0,1,256
1637500,1,0,256
1638750,-1,1,256
1640000,0,-1,256
1641250,0,0,257
1642500,-1,3,254
1643750,1,-1,256
1645000,-1,0,255
1646250,-1,2,259
1647500,0,1,257
1648750,-2,1,257
1650000,0,-1,259
1651250,-1,-2,256
1652500,-1,0,258
1653750,0,-1,255
1655000,-1,0,257
1656250,0,0,259
1657500,2,-1,257
1658750,0,1,256
1660000,1,2,255
1661250,0,-1,254
1662500,1,-1,257
1663750,-1,0,258
1665000,0,1,257
1666250,0,-2,255
1667500,-1,-1,257
1668750,-1,-3,256
1670000,-2,-1,258
1671250,2,1,256
1672500,-1,1,255
1673750,2,0,256
1675000,-1,-1,257
1676250,-1,1,255
1677500,1,0,257
1678750,-1,-3,256
1680000,1,-2,257
1681250,0,2,256
1682500,1,0,259
1683750,-1,-2,256
1685000,1,1,258
1686250,1,1,260
1687500,-1,-1,257
1688750,3,1,259
1690000,1,-5,257
1691250,3,1,258
1692500,2,2,256
1693750,0,-1,255
1695000,-1,0,255
1696250,-1,0,256
1697500,-2,0,257
1698750,-1,-1,255
1700000,0,-2,255
1701250,2,2,254
1702500,-1,0,259
1703750,1,0,257
1705000,-2,-1,254
1706250,-1,-1,256
1707500,-1,1,256
1708750,0,1,255
1710000,1,1,258
1711250,1,1,256
1712500,1,0,257
1713750,0,-1,256
1715000,1,1,257
1716250,2,-1,258
1717500,-1,1,257
